Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Post_Semester_GPA,Skill_Retention_Score
137249,Medical,Junior,3.123,3.66,Copywriting/Drafting,3.223,98.39
137250,Arts,Freshman,3.315,8.01,Copywriting/Drafting,3.555,82.9
137251,Business,Freshman,2.446,17.28,Debugging/Troubleshooting,2.87,71.81
137252,Medical,Graduate,2.947,7.68,Copywriting/Drafting,3.158,76.49
137253,Business,Graduate,3.469,10.85,Copywriting/Drafting,3.776,73.72
137254,Arts,Junior,3.164,16.8,Summarizing_Reading,3.547,81.1
137255,Arts,Freshman,3.374,7.5,Copywriting/Drafting,3.698,66.67
137256,Medical,Sophomore,3.384,0.74,Ideation,3.475,70.62
137257,STEM,Senior,3.391,6.33,Debugging/Troubleshooting,3.487,97.64
137258,Business,Senior,3.1,8.39,Ideation,3.299,73.42
137259,Humanities,Graduate,2.787,6.04,Debugging/Troubleshooting,3.107,52.95
137260,Humanities,Senior,3.829,7.15,Copywriting/Drafting,4.0,70.51
137261,Humanities,Sophomore,2.542,7.95,Ideation,2.717,90.5
137262,Arts,Sophomore,3.752,7.82,Copywriting/Drafting,4.0,86.65
137263,Humanities,Senior,3.517,7.28,Copywriting/Drafting,3.967,90.84
137264,Humanities,Sophomore,2.856,7.76,Direct_Answer_Generation,2.976,61.59
137265,STEM,Graduate,2.956,15.38,Debugging/Troubleshooting,2.977,77.97
137266,STEM,Sophomore,2.648,2.1,Direct_Answer_Generation,2.761,88.18
137267,Business,Junior,3.059,2.21,Direct_Answer_Generation,3.369,92.38
137268,STEM,Freshman,3.509,9.77,Debugging/Troubleshooting,3.728,69.04
137269,STEM,Freshman,2.768,3.18,Summarizing_Reading,3.167,65.43
137270,Business,Freshman,2.555,15.34,Ideation,2.847,86.64
137271,STEM,Sophomore,2.19,0.35,Copywriting/Drafting,2.419,100.0
137272,STEM,Freshman,3.107,1.54,Ideation,3.269,81.96
137273,Arts,Junior,2.804,6.55,Direct_Answer_Generation,2.876,94.94
137274,Arts,Sophomore,3.442,8.51,Debugging/Troubleshooting,3.404,91.9
137275,Humanities,Sophomore,3.63,9.51,Direct_Answer_Generation,3.983,80.06
137276,Humanities,Junior,2.716,4.12,Summarizing_Reading,3.029,79.75
137277,Medical,Graduate,3.697,2.53,Ideation,4.0,72.33
137278,STEM,Senior,2.981,25.0,Summarizing_Reading,3.463,86.74
137279,Business,Graduate,3.291,6.42,Ideation,3.623,81.67
137280,Business,Graduate,3.373,0.47,Direct_Answer_Generation,3.691,63.56
137281,Arts,Freshman,2.005,0.37,Copywriting/Drafting,2.12,82.72
137282,Medical,Senior,3.889,10.37,Summarizing_Reading,3.867,81.94
137283,Humanities,Freshman,3.012,6.53,Direct_Answer_Generation,2.906,68.31
137284,Humanities,Graduate,3.216,6.49,Ideation,3.303,72.94
137285,Business,Sophomore,3.227,9.16,Ideation,3.474,55.83
137286,Medical,Sophomore,2.105,6.51,Debugging/Troubleshooting,2.451,74.07
137287,Medical,Graduate,3.657,4.06,Debugging/Troubleshooting,4.0,82.14
137288,Business,Graduate,1.671,9.31,Ideation,2.022,73.73
137289,Arts,Freshman,3.49,14.22,Ideation,3.554,77.66
137290,STEM,Freshman,3.56,8.3,Copywriting/Drafting,3.641,76.91
137291,Humanities,Senior,2.503,0.16,Summarizing_Reading,2.844,78.7
137292,STEM,Freshman,2.567,1.83,Debugging/Troubleshooting,2.562,59.66
137293,STEM,Graduate,3.182,8.94,Debugging/Troubleshooting,3.519,73.36
137294,Business,Graduate,3.452,0.55,Debugging/Troubleshooting,3.826,78.27
137295,Medical,Freshman,3.749,6.61,Summarizing_Reading,3.911,86.32
137296,Business,Sophomore,3.744,30.19,Summarizing_Reading,4.0,61.53
137297,Business,Freshman,3.115,3.37,Copywriting/Drafting,3.223,98.89
137298,STEM,Freshman,3.459,6.21,Direct_Answer_Generation,3.401,73.31
137299,Business,Junior,3.351,2.16,Summarizing_Reading,3.961,90.69
137300,Humanities,Senior,3.088,5.49,Direct_Answer_Generation,3.28,67.84
137301,Business,Junior,2.956,3.64,Ideation,3.158,70.01
137302,Humanities,Sophomore,2.211,29.76,Copywriting/Drafting,2.59,61.64
137303,Business,Freshman,2.768,1.78,Copywriting/Drafting,2.889,73.23
137304,Humanities,Sophomore,3.596,8.09,Copywriting/Drafting,3.772,95.53
137305,Business,Junior,3.074,0.88,Ideation,3.438,80.3
137306,STEM,Graduate,3.722,1.68,Direct_Answer_Generation,3.995,92.94
137307,Humanities,Sophomore,3.884,3.48,Copywriting/Drafting,4.0,77.88
137308,Humanities,Graduate,3.279,8.48,Direct_Answer_Generation,3.507,70.05
137309,Business,Freshman,2.573,29.75,Direct_Answer_Generation,2.27,33.96
137310,Business,Senior,3.41,3.31,Ideation,3.647,83.55
137311,Medical,Sophomore,2.549,4.12,Summarizing_Reading,2.868,67.19
137312,Business,Graduate,2.671,16.18,Direct_Answer_Generation,2.819,76.78
137313,Humanities,Graduate,3.17,4.32,Debugging/Troubleshooting,3.515,100.0
137314,Arts,Senior,3.251,22.2,Ideation,3.421,79.28
137315,Humanities,Sophomore,3.181,12.36,Copywriting/Drafting,3.637,92.03
137316,STEM,Junior,3.394,16.25,Debugging/Troubleshooting,3.683,85.53
137317,Business,Junior,2.68,2.42,Copywriting/Drafting,3.019,67.95
137318,STEM,Junior,3.151,13.3,Debugging/Troubleshooting,3.254,89.65
137319,STEM,Senior,3.508,3.0,Debugging/Troubleshooting,3.871,95.33
137320,Arts,Senior,3.375,1.17,Direct_Answer_Generation,3.605,70.11
137321,Arts,Freshman,3.482,4.6,Copywriting/Drafting,3.456,61.79
137322,Arts,Freshman,3.646,7.4,Copywriting/Drafting,3.927,83.19
137323,STEM,Sophomore,3.296,33.97,Debugging/Troubleshooting,3.506,61.35
137324,Arts,Senior,3.804,1.81,Direct_Answer_Generation,4.0,57.94
137325,Business,Sophomore,3.163,6.9,Summarizing_Reading,3.438,70.22
137326,Arts,Sophomore,2.601,2.74,Debugging/Troubleshooting,2.793,97.82
137327,Business,Junior,2.653,13.97,Ideation,2.814,83.33
137328,Business,Junior,2.031,7.19,Direct_Answer_Generation,2.28,75.64
137329,STEM,Graduate,2.982,4.98,Summarizing_Reading,3.453,68.93
137330,Business,Senior,3.502,23.61,Direct_Answer_Generation,3.219,64.03
137331,Business,Sophomore,3.346,3.37,Ideation,3.626,68.73
137332,Humanities,Senior,3.529,1.15,Copywriting/Drafting,3.775,98.64
137333,Business,Senior,3.875,0.68,Ideation,4.0,67.71
137334,Business,Junior,3.093,13.32,Direct_Answer_Generation,3.222,79.3
137335,Business,Sophomore,3.488,0.22,Ideation,3.552,80.55
137336,Humanities,Graduate,2.992,4.03,Copywriting/Drafting,3.583,75.28
137337,STEM,Graduate,3.051,19.45,Debugging/Troubleshooting,3.539,94.27
137338,STEM,Sophomore,2.977,1.64,Debugging/Troubleshooting,3.063,65.75
137339,Arts,Senior,3.161,1.48,Summarizing_Reading,3.241,71.43
137340,STEM,Freshman,3.369,35.44,Debugging/Troubleshooting,3.302,64.06
137341,STEM,Freshman,3.344,1.94,Debugging/Troubleshooting,3.723,100.0
137342,Medical,Sophomore,2.614,5.95,Ideation,3.103,77.85
137343,STEM,Junior,3.743,16.43,Debugging/Troubleshooting,3.813,67.36
137344,Business,Junior,2.633,14.96,Ideation,3.121,79.53
137345,Medical,Sophomore,2.37,0.06,Debugging/Troubleshooting,2.547,73.39
137346,Business,Freshman,3.326,12.27,Ideation,3.565,58.66
137347,Arts,Sophomore,2.702,10.45,Copywriting/Drafting,3.001,69.86
137348,Medical,Senior,2.854,2.41,Debugging/Troubleshooting,3.133,55.05
137349,Arts,Sophomore,2.764,0.47,Debugging/Troubleshooting,2.739,66.68
137350,Business,Junior,3.384,1.91,Ideation,3.899,70.21
137351,Humanities,Senior,3.318,1.13,Copywriting/Drafting,3.57,92.69
137352,Humanities,Senior,3.48,0.85,Summarizing_Reading,3.594,100.0
137353,Arts,Junior,3.169,4.47,Summarizing_Reading,3.278,80.66
137354,Arts,Freshman,3.013,2.28,Copywriting/Drafting,2.926,77.0
137355,Arts,Graduate,2.087,6.69,Copywriting/Drafting,2.209,74.32
137356,Business,Sophomore,2.991,3.97,Direct_Answer_Generation,3.139,100.0
137357,Humanities,Sophomore,3.214,0.38,Copywriting/Drafting,3.436,77.46
137358,Humanities,Senior,3.089,9.03,Copywriting/Drafting,3.285,100.0
137359,STEM,Senior,3.518,28.73,Debugging/Troubleshooting,4.0,76.88
137360,Arts,Graduate,3.411,5.55,Copywriting/Drafting,3.595,63.51
137361,STEM,Freshman,3.094,5.28,Copywriting/Drafting,3.45,82.15
137362,Humanities,Graduate,3.571,20.66,Copywriting/Drafting,3.848,44.7
137363,Arts,Senior,3.589,7.37,Debugging/Troubleshooting,3.775,71.55
137364,STEM,Junior,2.056,0.22,Debugging/Troubleshooting,2.133,63.75
137365,Medical,Freshman,3.517,2.33,Summarizing_Reading,3.52,100.0
137366,STEM,Junior,3.598,32.46,Summarizing_Reading,3.909,71.52
137367,Medical,Freshman,2.919,9.34,Debugging/Troubleshooting,3.138,66.75
137368,Humanities,Graduate,3.53,4.65,Direct_Answer_Generation,3.96,57.86
137369,STEM,Senior,2.163,16.51,Copywriting/Drafting,2.493,76.08
137370,Business,Junior,2.944,7.11,Ideation,3.479,88.36
137371,Medical,Senior,2.775,2.85,Copywriting/Drafting,3.04,82.69
137372,Humanities,Junior,3.249,5.36,Summarizing_Reading,3.275,80.04
137373,Business,Freshman,3.935,0.24,Ideation,4.0,74.22
137374,Medical,Sophomore,3.704,12.51,Ideation,4.0,74.02
137375,STEM,Graduate,3.548,10.88,Ideation,3.549,55.83
137376,Arts,Graduate,3.6,16.19,Copywriting/Drafting,3.855,87.78
137377,STEM,Graduate,3.641,10.81,Debugging/Troubleshooting,4.0,100.0
137378,Humanities,Freshman,2.242,11.79,Ideation,2.172,69.73
137379,STEM,Sophomore,2.605,10.89,Debugging/Troubleshooting,2.943,61.73
137380,Humanities,Freshman,2.987,1.26,Copywriting/Drafting,3.022,78.08
137381,STEM,Senior,3.249,12.21,Debugging/Troubleshooting,3.304,76.98
137382,Humanities,Freshman,2.625,4.97,Direct_Answer_Generation,2.522,71.05
137383,Humanities,Sophomore,2.482,21.53,Copywriting/Drafting,2.631,93.5
137384,Business,Sophomore,3.128,19.55,Ideation,3.306,81.23
137385,Business,Graduate,3.348,10.34,Debugging/Troubleshooting,3.497,75.6
137386,Business,Junior,3.373,17.52,Ideation,3.58,81.39
137387,STEM,Senior,3.953,4.25,Ideation,4.0,95.06
137388,Medical,Junior,3.423,2.49,Ideation,3.675,70.5
137389,Humanities,Junior,3.087,5.32,Ideation,3.131,56.92
137390,STEM,Sophomore,2.662,11.85,Debugging/Troubleshooting,2.931,69.1
137391,Business,Sophomore,3.764,0.51,Summarizing_Reading,4.0,73.57
137392,Business,Sophomore,2.804,7.23,Debugging/Troubleshooting,3.19,72.33
137393,STEM,Sophomore,3.578,40.0,Debugging/Troubleshooting,3.55,70.62
137394,STEM,Senior,3.428,1.68,Direct_Answer_Generation,3.657,88.03
137395,Arts,Junior,3.758,4.97,Copywriting/Drafting,3.882,77.02
137396,Business,Junior,3.12,1.85,Ideation,3.358,69.21
137397,Humanities,Senior,3.383,0.37,Direct_Answer_Generation,3.77,75.59
137398,Medical,Sophomore,2.996,0.62,Debugging/Troubleshooting,3.145,67.67
137399,STEM,Junior,2.9,9.13,Debugging/Troubleshooting,3.039,72.43
137400,Business,Junior,1.849,1.76,Ideation,2.225,56.81
137401,Humanities,Freshman,3.011,1.06,Debugging/Troubleshooting,3.31,94.61
137402,STEM,Freshman,3.213,1.25,Debugging/Troubleshooting,3.263,90.08
137403,STEM,Freshman,3.735,5.63,Debugging/Troubleshooting,4.0,82.97
137404,Business,Senior,3.356,2.23,Ideation,3.454,75.21
137405,STEM,Sophomore,2.76,13.92,Copywriting/Drafting,3.228,64.73
137406,Business,Junior,3.541,3.89,Copywriting/Drafting,3.865,79.02
137407,Medical,Senior,3.237,1.66,Copywriting/Drafting,3.623,71.09
137408,Arts,Graduate,2.531,10.17,Copywriting/Drafting,3.196,81.72
137409,Humanities,Senior,3.434,4.4,Copywriting/Drafting,3.747,60.77
137410,STEM,Freshman,2.157,24.69,Debugging/Troubleshooting,1.954,63.71
137411,Humanities,Sophomore,3.304,1.84,Copywriting/Drafting,3.501,88.72
137412,Humanities,Freshman,3.172,1.97,Copywriting/Drafting,3.23,83.15
137413,Medical,Freshman,2.646,5.06,Summarizing_Reading,2.889,72.26
137414,Medical,Freshman,3.942,6.29,Ideation,4.0,66.06
137415,Humanities,Sophomore,2.827,1.78,Direct_Answer_Generation,2.864,90.48
137416,STEM,Sophomore,3.614,5.33,Debugging/Troubleshooting,3.707,93.9
137417,Medical,Sophomore,3.151,0.64,Copywriting/Drafting,3.45,71.37
137418,Arts,Senior,2.361,4.87,Copywriting/Drafting,2.586,58.72
137419,Business,Senior,3.444,1.03,Debugging/Troubleshooting,3.535,75.21
137420,Humanities,Sophomore,3.124,3.83,Copywriting/Drafting,3.526,88.47
137421,Humanities,Senior,3.079,6.23,Copywriting/Drafting,3.384,100.0
137422,Medical,Sophomore,3.58,6.09,Summarizing_Reading,3.967,64.74
137423,STEM,Sophomore,3.486,1.39,Ideation,3.369,100.0
137424,Arts,Senior,2.628,4.53,Debugging/Troubleshooting,2.664,70.89
137425,STEM,Sophomore,3.266,38.14,Copywriting/Drafting,3.319,50.02
137426,Medical,Junior,2.865,4.87,Summarizing_Reading,3.015,49.01
137427,Business,Freshman,3.748,3.24,Debugging/Troubleshooting,3.619,58.06
137428,STEM,Junior,2.889,11.94,Direct_Answer_Generation,3.296,53.38
137429,STEM,Senior,2.096,4.8,Copywriting/Drafting,2.711,72.48
137430,Business,Graduate,3.884,12.0,Ideation,4.0,70.43
137431,STEM,Freshman,3.444,16.72,Debugging/Troubleshooting,3.392,92.47
137432,Business,Sophomore,2.785,2.22,Ideation,2.949,68.47
137433,STEM,Junior,2.87,1.03,Copywriting/Drafting,2.946,64.56
137434,STEM,Graduate,3.386,28.43,Debugging/Troubleshooting,3.807,60.98
137435,Business,Sophomore,3.453,16.1,Ideation,3.799,72.81
137436,Business,Freshman,3.523,9.77,Ideation,3.69,68.41
137437,Humanities,Freshman,2.537,5.43,Debugging/Troubleshooting,2.613,100.0
137438,Humanities,Freshman,2.935,4.66,Copywriting/Drafting,3.047,85.04
137439,Business,Graduate,2.879,17.96,Direct_Answer_Generation,2.899,71.75
137440,Business,Junior,3.2,3.65,Copywriting/Drafting,3.34,98.47
137441,STEM,Junior,3.912,4.56,Debugging/Troubleshooting,4.0,93.34
137442,STEM,Graduate,2.407,0.69,Debugging/Troubleshooting,2.585,89.39
137443,STEM,Sophomore,2.649,13.84,Ideation,2.784,65.56
137444,Business,Graduate,3.323,7.43,Debugging/Troubleshooting,3.575,90.17
137445,Business,Senior,2.079,11.52,Debugging/Troubleshooting,2.331,96.95
137446,Humanities,Freshman,3.189,4.85,Copywriting/Drafting,3.256,57.85
137447,Arts,Junior,3.57,2.09,Summarizing_Reading,3.879,81.41
137448,Humanities,Senior,2.781,9.92,Copywriting/Drafting,3.025,64.63
137449,Business,Sophomore,2.456,11.23,Ideation,2.697,48.86
137450,STEM,Graduate,3.25,17.72,Direct_Answer_Generation,3.121,86.23
137451,Business,Senior,3.128,10.42,Ideation,3.304,78.33
137452,Business,Senior,3.292,12.58,Summarizing_Reading,3.522,74.68
137453,Arts,Freshman,2.96,6.19,Copywriting/Drafting,3.123,92.1
137454,Medical,Freshman,2.39,12.06,Summarizing_Reading,2.689,78.19
137455,Arts,Senior,3.363,2.96,Debugging/Troubleshooting,3.4,77.58
137456,Arts,Senior,2.881,2.28,Copywriting/Drafting,3.07,70.65
137457,Humanities,Freshman,3.068,7.56,Copywriting/Drafting,3.193,69.77
137458,Humanities,Graduate,2.929,10.63,Copywriting/Drafting,3.006,56.82
137459,Medical,Graduate,3.385,10.22,Summarizing_Reading,3.742,73.5
137460,Medical,Sophomore,2.208,15.24,Ideation,2.52,88.29
137461,Business,Junior,2.991,7.93,Debugging/Troubleshooting,3.26,68.11
137462,Humanities,Junior,2.555,0.15,Copywriting/Drafting,2.838,64.89
137463,Arts,Freshman,2.663,2.22,Ideation,2.705,76.58
137464,Humanities,Freshman,3.129,0.86,Summarizing_Reading,3.325,59.22
137465,STEM,Senior,3.452,9.73,Copywriting/Drafting,3.84,75.54
137466,Business,Junior,3.493,7.35,Ideation,3.89,78.72
137467,STEM,Junior,3.169,17.21,Summarizing_Reading,3.316,67.09
137468,Humanities,Junior,3.462,0.4,Copywriting/Drafting,3.622,58.0
137469,Arts,Sophomore,3.421,12.65,Copywriting/Drafting,3.771,92.55
137470,STEM,Freshman,3.381,3.38,Debugging/Troubleshooting,3.24,83.68
137471,Medical,Senior,3.088,33.52,Summarizing_Reading,3.21,53.7
137472,Medical,Junior,3.643,1.28,Summarizing_Reading,3.716,76.05
137473,Arts,Freshman,3.204,4.22,Copywriting/Drafting,3.135,90.08
137474,Medical,Freshman,3.321,1.62,Summarizing_Reading,3.164,66.76
137475,Business,Freshman,2.977,14.38,Summarizing_Reading,3.227,84.29
137476,Business,Freshman,3.246,24.84,Ideation,3.425,73.21
137477,Arts,Freshman,2.565,7.01,Summarizing_Reading,2.599,76.6
137478,Humanities,Sophomore,3.577,0.53,Copywriting/Drafting,3.824,69.1
137479,Humanities,Sophomore,2.479,3.09,Summarizing_Reading,2.499,81.09
137480,Business,Junior,2.209,1.08,Summarizing_Reading,2.491,80.58
137481,Business,Sophomore,2.93,9.86,Ideation,3.311,69.98
137482,Arts,Senior,3.037,0.44,Debugging/Troubleshooting,3.331,58.58
137483,Business,Senior,3.309,4.84,Ideation,3.602,67.4
137484,Business,Sophomore,3.123,0.98,Ideation,3.322,65.11
137485,Business,Senior,2.333,14.47,Debugging/Troubleshooting,2.285,83.86
137486,Humanities,Freshman,2.446,0.73,Direct_Answer_Generation,2.647,68.36
137487,STEM,Sophomore,3.3,10.03,Direct_Answer_Generation,3.437,60.94
137488,Arts,Senior,2.632,4.94,Summarizing_Reading,2.783,86.75
137489,STEM,Graduate,3.307,17.32,Debugging/Troubleshooting,3.718,80.24
137490,Medical,Junior,3.779,25.02,Ideation,4.0,87.74
137491,Arts,Sophomore,2.735,0.01,Copywriting/Drafting,2.8,63.25
137492,Business,Sophomore,2.185,3.83,Summarizing_Reading,2.58,84.71
137493,Medical,Sophomore,3.554,6.22,Summarizing_Reading,3.721,59.76
137494,Business,Senior,3.259,25.88,Ideation,3.785,77.05
137495,STEM,Sophomore,2.68,1.81,Debugging/Troubleshooting,2.978,100.0
137496,Business,Junior,2.589,9.31,Debugging/Troubleshooting,3.164,95.42
137497,STEM,Senior,3.766,15.65,Debugging/Troubleshooting,3.899,85.42
137498,Humanities,Sophomore,3.205,1.07,Copywriting/Drafting,3.236,84.82
137499,Humanities,Senior,3.563,6.79,Ideation,3.923,63.19
137500,Arts,Senior,3.501,8.13,Copywriting/Drafting,3.856,78.65
137501,Business,Graduate,3.024,2.02,Summarizing_Reading,3.122,77.22
137502,Humanities,Freshman,3.505,8.71,Copywriting/Drafting,3.651,84.98
137503,Humanities,Freshman,3.846,4.26,Copywriting/Drafting,4.0,71.97
137504,Business,Graduate,2.432,6.69,Ideation,2.583,61.46
137505,STEM,Freshman,3.781,12.58,Copywriting/Drafting,4.0,100.0
137506,STEM,Junior,3.078,5.48,Debugging/Troubleshooting,3.476,72.92
137507,Arts,Freshman,3.383,9.61,Ideation,3.737,81.76
137508,Humanities,Senior,3.029,5.11,Copywriting/Drafting,3.139,90.45
137509,STEM,Freshman,3.028,2.6,Summarizing_Reading,3.074,55.9
137510,Humanities,Freshman,3.76,2.2,Copywriting/Drafting,4.0,96.22
137511,Business,Junior,3.373,6.02,Ideation,3.927,92.9
137512,Arts,Sophomore,3.46,1.16,Copywriting/Drafting,3.725,86.52
137513,Medical,Senior,2.745,12.45,Ideation,2.883,55.81
137514,Business,Senior,3.644,0.57,Ideation,3.799,70.57
137515,Humanities,Junior,1.423,2.83,Copywriting/Drafting,1.394,50.16
137516,STEM,Senior,3.626,8.56,Debugging/Troubleshooting,4.0,82.39
137517,STEM,Senior,2.848,28.01,Debugging/Troubleshooting,3.335,70.87
137518,Business,Freshman,3.421,8.52,Ideation,3.737,85.28
137519,Business,Freshman,3.239,0.8,Summarizing_Reading,3.572,57.96
137520,Business,Senior,3.74,12.73,Ideation,4.0,72.32
137521,STEM,Senior,3.692,0.91,Debugging/Troubleshooting,4.0,92.25
137522,Humanities,Graduate,2.563,4.85,Debugging/Troubleshooting,2.992,74.93
137523,STEM,Freshman,3.143,3.93,Debugging/Troubleshooting,3.012,76.7
137524,Arts,Sophomore,3.278,4.59,Debugging/Troubleshooting,3.851,94.45
137525,STEM,Junior,3.206,1.59,Ideation,3.482,60.45
137526,Business,Freshman,3.498,0.57,Ideation,3.44,69.6
137527,STEM,Sophomore,3.139,9.88,Ideation,3.485,79.57
137528,Business,Senior,3.373,8.75,Summarizing_Reading,3.791,66.59
137529,STEM,Sophomore,3.621,1.15,Summarizing_Reading,3.76,73.86
137530,STEM,Freshman,3.567,4.94,Summarizing_Reading,3.721,69.31
137531,STEM,Senior,3.666,28.31,Debugging/Troubleshooting,3.769,64.93
137532,Humanities,Freshman,2.907,9.74,Copywriting/Drafting,3.0,64.09
137533,Humanities,Freshman,3.551,20.77,Summarizing_Reading,3.625,84.7
137534,Arts,Freshman,3.474,4.22,Ideation,3.635,93.76
137535,STEM,Junior,3.702,3.68,Debugging/Troubleshooting,4.0,97.21
137536,STEM,Junior,3.395,39.99,Direct_Answer_Generation,2.919,40.4
137537,Business,Freshman,2.158,0.53,Debugging/Troubleshooting,2.437,82.58
137538,Business,Freshman,3.849,3.06,Summarizing_Reading,4.0,92.59
137539,STEM,Junior,3.692,15.34,Summarizing_Reading,4.0,58.31
137540,Business,Senior,3.796,0.68,Ideation,4.0,83.32
137541,Arts,Graduate,3.349,6.92,Direct_Answer_Generation,3.838,77.45
137542,Humanities,Freshman,3.076,23.14,Copywriting/Drafting,3.456,59.73
137543,Business,Senior,2.791,22.79,Ideation,3.036,73.54
137544,STEM,Freshman,3.315,0.92,Debugging/Troubleshooting,3.697,79.56
137545,STEM,Freshman,3.725,28.18,Copywriting/Drafting,4.0,48.94
137546,Medical,Sophomore,2.676,1.66,Summarizing_Reading,2.518,66.35
137547,STEM,Junior,3.617,33.68,Debugging/Troubleshooting,3.756,60.14
137548,STEM,Junior,2.619,2.46,Debugging/Troubleshooting,3.012,100.0
137549,Medical,Freshman,3.719,38.0,Summarizing_Reading,3.614,65.01
137550,Business,Graduate,3.075,13.35,Ideation,3.376,71.44
137551,Business,Freshman,3.822,8.09,Copywriting/Drafting,3.834,81.06
137552,Business,Freshman,2.967,1.67,Debugging/Troubleshooting,3.099,71.55
137553,Business,Junior,3.022,9.03,Ideation,3.134,62.18
137554,Arts,Graduate,1.888,0.85,Copywriting/Drafting,1.941,63.34
137555,STEM,Graduate,2.721,25.46,Copywriting/Drafting,2.878,77.87
137556,Humanities,Freshman,3.652,7.89,Summarizing_Reading,4.0,94.09
137557,STEM,Sophomore,3.634,19.8,Direct_Answer_Generation,3.32,64.41
137558,STEM,Junior,3.141,1.11,Copywriting/Drafting,3.394,63.83
137559,Humanities,Senior,2.709,15.03,Copywriting/Drafting,2.542,61.3
137560,Business,Senior,3.197,3.52,Copywriting/Drafting,3.169,91.98
137561,STEM,Sophomore,3.56,11.74,Ideation,3.624,77.59
137562,Humanities,Freshman,3.444,12.28,Copywriting/Drafting,3.861,70.7
137563,Business,Freshman,3.654,6.8,Ideation,3.605,88.8
137564,Business,Senior,3.637,0.3,Ideation,3.888,72.35
137565,Arts,Sophomore,3.701,5.58,Ideation,3.76,55.1
137566,Arts,Graduate,2.957,18.6,Debugging/Troubleshooting,3.461,99.85
137567,Medical,Sophomore,2.115,1.49,Summarizing_Reading,2.472,78.3
137568,Business,Senior,3.232,2.75,Ideation,3.719,78.37
137569,Business,Freshman,2.667,12.78,Direct_Answer_Generation,2.792,63.29
